10	1
38	1
100	1
125	1
180	1
194	1
262	1
263	1
273	1
276	1
292	1
309	1
346	1
379	1
396	1
408	1
429	1
461	1
465	1
511	1
519	1
549	1
554	1
556	1
558	1
575	1
578	1
591	1
592	1
641	1
648	1
649	1
652	1
682	1
686	1
702	1
703	1
712	1
714	1
724	1
731	1
742	1
747	1
749	1
751	1
754	1
757	1
759	1
761	1
762	1
763	1
765	1
768	1
772	1
773	1
775	1
783	1
787	1
790	1
791	1
796	1
797	1
800	1
801	1
810	1
811	1
812	1
147	2
317	2
318	2
437	2
550	2
597	2
22	3
50	3
77	3
79	3
91	3
92	3
103	3
114	3
122	3
139	3
151	3
154	3
172	3
184	3
185	3
187	3
191	3
195	3
199	3
207	3
213	3
214	3
235	3
238	3
242	3
243	3
244	3
257	3
258	3
259	3
282	3
288	3
291	3
296	3
308	3
326	3
329	3
331	3
334	3
339	3
356	3
358	3
364	3
377	3
378	3
382	3
388	3
402	3
403	3
410	3
422	3
433	3
436	3
442	3
452	3
459	3
486	3
494	3
498	3
499	3
509	3
510	3
514	3
515	3
522	3
534	3
542	3
544	3
545	3
547	3
564	3
567	3
568	3
570	3
573	3
581	3
583	3
588	3
604	3
610	3
617	3
623	3
625	3
626	3
633	3
638	3
650	3
655	3
668	3
669	3
672	3
673	3
675	3
680	3
685	3
689	3
691	3
692	3
695	3
696	3
699	3
700	3
715	3
716	3
717	3
721	3
727	3
729	3
730	3
732	3
736	3
750	3
752	3
753	3
766	3
767	3
779	3
780	3
781	3
782	3
795	3
802	3
803	3
807	3
808	3
809	3
35	4
96	4
101	4
158	4
181	4
189	4
200	4
201	4
227	4
277	4
297	4
310	4
311	4
336	4
349	4
390	4
401	4
405	4
427	4
432	4
466	4
477	4
482	4
483	4
485	4
488	4
489	4
540	4
541	4
585	4
586	4
601	4
602	4
603	4
684	4
688	4
710	4
719	4
760	4
784	4
785	4
786	4
788	4
0	5
16	5
31	5
48	5
87	5
88	5
90	5
106	5
124	5
126	5
149	5
153	5
166	5
209	5
210	5
220	5
230	5
231	5
245	5
246	5
267	5
293	5
305	5
314	5
315	5
322	5
327	5
328	5
332	5
333	5
340	5
347	5
370	5
371	5
374	5
375	5
393	5
431	5
451	5
454	5
455	5
470	5
471	5
472	5
475	5
476	5
500	5
502	5
512	5
513	5
516	5
517	5
525	5
531	5
533	5
555	5
565	5
566	5
614	5
644	5
645	5
657	5
658	5
660	5
661	5
664	5
665	5
677	5
683	5
694	5
701	5
708	5
709	5
711	5
734	5
735	5
741	5
743	5
744	5
745	5
746	5
748	5
756	5
758	5
764	5
769	5
770	5
776	5
777	5
792	5
804	5
805	5
806	5
49	6
55	6
57	6
65	6
75	6
81	6
105	6
112	6
120	6
129	6
138	6
152	6
159	6
219	6
223	6
261	6
289	6
301	6
319	6
323	6
335	6
338	6
366	6
368	6
386	6
397	6
399	6
412	6
423	6
426	6
428	6
469	6
473	6
481	6
484	6
487	6
504	6
518	6
523	6
553	6
562	6
569	6
574	6
579	6
584	6
589	6
590	6
605	6
613	6
619	6
622	6
624	6
628	6
630	6
634	6
637	6
639	6
643	6
663	6
676	6
678	6
679	6
687	6
713	6
718	6
720	6
722	6
728	6
738	6
739	6
755	6
774	6
778	6
794	6
799	6
9	7
25	7
60	7
64	7
94	7
113	7
118	7
130	7
162	7
169	7
173	7
193	7
205	7
225	7
265	7
275	7
279	7
281	7
295	7
343	7
350	7
376	7
381	7
384	7
415	7
416	7
417	7
419	7
438	7
439	7
444	7
448	7
467	7
468	7
474	7
478	7
497	7
505	7
524	7
529	7
532	7
535	7
543	7
557	7
561	7
563	7
576	7
582	7
609	7
618	7
656	7
666	7
674	7
693	7
697	7
698	7
705	7
707	7
723	7
725	7
733	7
771	7
793	7
798	7
12	8
47	8
68	8
72	8
76	8
95	8
97	8
99	8
104	8
119	8
182	8
190	8
215	8
218	8
226	8
232	8
266	8
271	8
274	8
312	8
344	8
348	8
351	8
352	8
363	8
373	8
389	8
404	8
409	8
441	8
446	8
460	8
480	8
491	8
503	8
546	8
559	8
580	8
587	8
593	8
598	8
599	8
608	8
616	8
627	8
631	8
632	8
642	8
646	8
651	8
654	8
671	8
681	8
690	8
704	8
737	8
740	8
2	9
28	9
33	9
56	9
58	9
66	9
69	9
74	9
107	9
136	9
157	9
160	9
164	9
167	9
196	9
203	9
211	9
236	9
269	9
272	9
284	9
290	9
330	9
337	9
353	9
365	9
367	9
380	9
392	9
398	9
406	9
424	9
434	9
440	9
447	9
449	9
458	9
463	9
493	9
496	9
506	9
520	9
528	9
530	9
537	9
571	9
572	9
611	9
621	9
659	9
706	9
726	9
789	9
7	10
18	10
34	10
46	10
59	10
78	10
110	10
134	10
163	10
174	10
202	10
208	10
221	10
237	10
248	10
253	10
254	10
255	10
256	10
270	10
302	10
304	10
320	10
324	10
341	10
342	10
355	10
359	10
360	10
394	10
414	10
418	10
425	10
430	10
450	10
453	10
462	10
508	10
526	10
539	10
552	10
595	10
596	10
600	10
607	10
612	10
615	10
647	10
653	10
662	10
15	11
21	11
71	11
93	11
102	11
179	11
197	11
287	11
294	11
299	11
316	11
321	11
325	11
362	11
385	11
407	11
443	11
457	11
464	11
479	11
527	11
536	11
551	11
577	11
594	11
629	11
670	11
8	12
137	12
156	12
192	12
206	12
212	12
228	12
240	12
241	12
249	12
250	12
391	12
400	12
445	12
490	12
507	12
538	12
606	12
635	12
640	12
53	13
86	13
89	13
132	13
161	13
176	13
177	13
264	13
268	13
278	13
283	13
286	13
313	13
369	13
435	13
492	13
501	13
636	13
51	14
108	14
131	14
188	14
285	14
456	14
521	14
560	14
667	14
17	15
98	15
123	15
128	15
140	15
150	15
155	15
168	15
175	15
186	15
222	15
229	15
247	15
251	15
354	15
620	15
24	16
83	16
116	16
204	16
233	16
252	16
361	16
411	16
420	16
495	16
26	17
148	17
170	17
307	17
357	17
383	17
395	17
548	17
37	18
43	18
127	18
133	18
145	18
178	18
260	18
345	18
372	18
413	18
67	19
183	19
41	20
52	20
142	20
198	20
239	20
303	20
135	21
141	21
224	21
280	21
421	21
14	22
171	22
387	22
29	23
61	23
165	23
11	25
13	25
146	25
19	26
217	27
234	27
44	28
73	28
300	28
39	29
23	30
216	30
40	31
80	31
143	33
117	36
306	36
63	37
298	37
144	39
115	44
121	51
82	53
70	61
85	79
62	86
36	93
84	117
42	119
27	128
4	139
45	140
5	143
20	166
54	166
109	166
111	167
1	169
30	181
32	268
3	384
6	604
